study,sample,measure,score_set,dimension,n,mean,sd,median,q1,q3,iqr,median_iqr,rating_at_least_4_n,rating_at_least_4_proportion,rating_at_least_4_ci_95_low,rating_at_least_4_ci_95_high,rating_at_least_4_ci_method,rating_1_n,rating_1_proportion,rating_2_n,rating_2_proportion,rating_3_n,rating_3_proportion,rating_4_n,rating_4_proportion,rating_5_n,rating_5_proportion,noninteger_rating_n,distribution_count_total
matched_general_purpose_ai_comparison,Teachers,Teacher-perceived quality ratings,not_applicable,Antecedent identification,62,3.967741935483871,0.6264064028179105,4.0,4.0,4.0,0.0,4.00 (4.00-4.00),53,0.8548387096774194,0.7465660628844542,0.9217058859468299,Wilson,0,0.0,2,0.03225806451612903,7,0.11290322580645161,44,0.7096774193548387,9,0.14516129032258066,0,62
matched_general_purpose_ai_comparison,Teachers,Teacher-perceived quality ratings,not_applicable,Consequence identification,62,4.080645161290323,0.8925628433911152,4.0,4.0,5.0,1.0,4.00 (4.00-5.00),51,0.8225806451612904,0.7095843311430364,0.8979356223399492,Wilson,1,0.016129032258064516,3,0.04838709677419355,7,0.11290322580645161,30,0.4838709677419355,21,0.3387096774193548,0,62
matched_general_purpose_ai_comparison,Teachers,Teacher-perceived quality ratings,not_applicable,Setting-event identification,62,4.048387096774194,0.8764200533960367,4.0,4.0,5.0,1.0,4.00 (4.00-5.00),51,0.8225806451612904,0.7095843311430364,0.8979356223399492,Wilson,1,0.016129032258064516,3,0.04838709677419355,7,0.11290322580645161,32,0.5161290322580645,19,0.3064516129032258,0,62
matched_general_purpose_ai_comparison,Teachers,Teacher-perceived quality ratings,not_applicable,Core function hypothesis,62,4.225806451612903,0.7110222342955335,4.0,4.0,5.0,1.0,4.00 (4.00-5.00),54,0.8709677419354839,0.7655067270982637,0.9331412194071697,Wilson,0,0.0,1,0.016129032258064516,7,0.11290322580645161,31,0.5,23,0.3709677419354839,0,62
matched_general_purpose_ai_comparison,Teachers,Teacher-perceived quality ratings,not_applicable,Replacement-behavior recommendation,62,3.9193548387096775,0.8740031717085075,4.0,4.0,4.0,0.0,4.00 (4.00-4.00),48,0.7741935483870968,0.6559437908464204,0.8604481696141172,Wilson,2,0.03225806451612903,1,0.016129032258064516,11,0.1774193548387097,34,0.5483870967741935,14,0.22580645161290322,0,62
matched_general_purpose_ai_comparison,Teachers,Teacher-perceived quality ratings,not_applicable,Overall rating,62,3.967741935483871,0.6520520429667989,4.0,4.0,4.0,0.0,4.00 (4.00-4.00),55,0.8870967741935484,0.7848025794735822,0.9442213647060003,Wilson,1,0.016129032258064516,1,0.016129032258064516,5,0.08064516129032258,47,0.7580645161290323,8,0.12903225806451613,0,62
